@Date@TEMA_value
87@2018-10-12@80.2873
88@2018-10-05@79.9559
89@2018-09-28@79.2913
90@2018-09-21@78.8643
91@2018-09-14@78.3046
92@2018-09-07@78.1765
93@2018-08-31@78.1425
94@2018-08-24@77.9340
95@2018-08-17@78.0531
96@2018-08-10@78.0851
97@2018-08-03@78.0780
98@2018-07-27@77.8081
99@2018-07-20@77.2697
100@2018-07-13@76.5742
101@2018-07-06@76.0803
102@2018-06-29@75.7011
103@2018-06-22@75.3097
104@2018-06-15@74.7844
105@2018-06-08@74.3986
106@2018-06-01@74.0508
107@2018-05-25@73.8304
108@2018-05-18@73.4910
109@2018-05-11@73.1690
110@2018-05-04@72.9239
111@2018-04-27@72.9290
112@2018-04-20@72.8825
113@2018-04-13@72.8312
114@2018-04-06@72.8536
115@2018-03-29@72.7701
116@2018-03-23@72.5166
117@2018-03-16@72.1501
118@2018-03-09@71.2619
119@2018-03-02@70.6686
120@2018-02-23@70.1033
121@2018-02-16@69.6722
122@2018-02-09@69.3868
123@2018-02-02@68.8779
124@2018-01-26@68.2225
125@2018-01-19@67.6576
126@2018-01-12@67.0345
127@2018-01-05@66.6478
128@2017-12-29@66.4173
129@2017-12-22@66.1283
130@2017-12-15@65.6486
131@2017-12-08@65.4421
132@2017-12-01@65.2053
133@2017-11-24@64.7224
134@2017-11-17@64.3495
135@2017-11-10@64.0280
136@2017-11-03@63.6450
137@2017-10-27@63.1840
138@2017-10-20@62.7964
139@2017-10-13@62.4822
140@2017-10-06@62.1256
141@2017-09-29@61.5710
142@2017-09-22@61.0298
143@2017-09-15@60.3825
144@2017-09-08@59.6699
145@2017-09-01@58.9645
146@2017-08-25@58.3304
147@2017-08-18@57.7305
148@2017-08-11@57.1307
149@2017-08-04@56.4619
150@2017-07-28@55.7959
151@2017-07-21@55.1336
152@2017-07-14@54.4468
153@2017-07-07@53.8807
154@2017-06-30@53.3172
155@2017-06-23@52.5492
156@2017-06-16@51.8371
157@2017-06-09@51.2184
158@2017-06-02@50.4061
159@2017-05-26@49.6337
160@2017-05-19@48.9637
161@2017-05-12@48.2735
162@2017-05-05@47.6844
163@2017-04-28@47.1388
164@2017-04-21@46.6960
165@2017-04-13@46.3489
166@2017-04-07@45.9267
167@2017-03-31@45.4618
168@2017-03-24@45.0421
169@2017-03-17@44.5762
170@2017-03-10@44.0793
171@2017-03-03@43.7132
172@2017-02-24@43.4148
173@2017-02-17@43.0959
174@2017-02-10@42.7226
175@2017-02-03@42.6944
176@2017-01-27@42.6902
177@2017-01-20@42.7194
178@2017-01-13@42.7470
179@2017-01-06@42.8243
180@2016-12-30@43.0012
181@2016-12-23@43.1749
182@2016-12-16@43.3654
183@2016-12-09@43.5331
184@2016-12-02@43.7497
185@2016-11-25@43.8887
186@2016-11-18@43.9559
187@2016-11-11@43.9835
188@2016-11-04@43.8073
189@2016-10-28@43.5652
190@2016-10-21@43.2193
191@2016-10-14@42.9321
192@2016-10-07@42.6091
193@2016-09-30@42.2482
194@2016-09-23@41.8734
195@2016-09-16@41.4576
196@2016-09-09@41.1802
197@2016-09-02@40.8240
198@2016-08-26@40.5640
199@2016-08-19@40.3575
200@2016-08-12@40.0405
201@2016-08-05@39.7602
202@2016-07-29@39.4853
203@2016-07-22@39.1003
204@2016-07-15@38.6693
205@2016-07-08@38.2753
206@2016-07-01@37.9855
207@2016-06-24@37.8500
208@2016-06-17@37.5867
209@2016-06-10@37.3716
210@2016-06-03@37.1370
211@2016-05-27@36.7749
212@2016-05-20@36.5105
213@2016-05-13@36.1822
214@2016-05-06@35.8772
215@2016-04-29@35.7439
216@2016-04-22@35.6073
217@2016-04-15@35.4650
218@2016-04-08@35.3293
219@2016-04-01@35.1776
220@2016-03-24@35.1570
221@2016-03-18@35.1244
222@2016-03-11@35.1223
223@2016-03-04@35.1561
224@2016-02-26@35.1436
225@2016-02-19@35.2011
226@2016-02-12@35.3757
227@2016-02-05@35.4852
228@2016-01-29@35.2979
229@2016-01-22@35.0291
230@2016-01-15@34.7602
231@2016-01-08@34.4538
232@2015-12-31@34.0010
233@2015-12-24@33.4834
234@2015-12-18@32.9352
235@2015-12-11@32.4578
236@2015-12-04@31.8578
237@2015-11-27@31.3195
238@2015-11-20@30.7642
239@2015-11-13@30.3550
240@2015-11-06@29.8774
241@2015-10-30@29.4412
242@2015-10-23@28.9388
243@2015-10-16@28.4782
244@2015-10-09@28.1215
245@2015-10-02@27.7515
246@2015-09-25@27.3401
247@2015-09-18@26.9770
248@2015-09-11@26.7159
249@2015-09-04@26.4737
250@2015-08-28@26.1766
251@2015-08-21@26.1279
252@2015-08-14@25.8529
253@2015-08-07@25.5527
254@2015-07-31@25.4203
255@2015-07-24@25.2710
256@2015-07-17@25.1278
257@2015-07-10@24.9934
258@2015-07-02@24.9202
259@2015-06-26@24.8241
260@2015-06-19@24.6951
261@2015-06-12@24.5530
262@2015-06-05@24.3725
263@2015-05-29@24.2030
264@2015-05-22@24.0279
265@2015-05-15@23.8459
266@2015-05-08@23.6767
267@2015-05-01@23.6136
268@2015-04-24@23.4936
269@2015-04-17@23.4338
270@2015-04-10@23.3718
271@2015-04-02@23.3251
272@2015-03-27@23.2568
273@2015-03-20@23.1501
274@2015-03-13@23.0600
275@2015-03-06@22.9622
276@2015-02-27@22.8431
277@2015-02-20@22.7164
278@2015-02-13@22.6006
279@2015-02-06@22.5416
280@2015-01-30@22.5459
281@2015-01-23@22.5640
282@2015-01-16@22.6001
283@2015-01-09@22.7125
284@2015-01-02@22.7635
285@2014-12-26@22.8004
286@2014-12-19@22.8382
287@2014-12-12@22.8917
288@2014-12-05@22.8492
289@2014-11-28@22.8068
290@2014-11-21@22.7991
291@2014-11-14@22.8462
292@2014-11-07@22.8583
293@2014-10-31@22.8948
294@2014-10-24@22.9942
295@2014-10-17@23.1175
296@2014-10-10@23.2450
297@2014-10-03@23.2533
298@2014-09-26@23.2398
299@2014-09-19@23.1873
300@2014-09-12@23.0300
301@2014-09-05@22.8345
302@2014-08-29@22.6508
303@2014-08-22@22.4764
304@2014-08-15@22.2820
305@2014-08-08@22.1231
306@2014-08-01@21.9619
307@2014-07-25@21.7595
308@2014-07-18@21.5616
309@2014-07-11@21.3700
310@2014-07-03@21.1725
311@2014-06-27@20.9991
312@2014-06-20@20.8077
313@2014-06-13@20.6481
314@2014-06-06@20.5081
315@2014-05-30@20.3699
316@2014-05-23@20.2316
317@2014-05-16@20.1096
318@2014-05-09@19.9490
319@2014-05-02@19.8377
320@2014-04-25@19.7355
321@2014-04-17@19.6197
322@2014-04-11@19.5333
323@2014-04-04@19.4049
324@2014-03-28@19.2242
325@2014-03-21@19.0134
326@2014-03-14@18.7763
327@2014-03-07@18.5929
328@2014-02-28@18.4594
329@2014-02-21@18.2840
330@2014-02-14@18.0874
331@2014-02-07@17.9215
332@2014-01-31@17.8627
333@2014-01-24@17.8393
334@2014-01-17@17.7946
335@2014-01-10@17.6862
336@2014-01-03@17.5503
337@2013-12-27@17.4434
338@2013-12-20@17.3213
339@2013-12-13@17.2620
340@2013-12-06@17.1773
341@2013-11-29@17.0783
342@2013-11-22@16.9681
343@2013-11-15@16.8316
344@2013-11-08@16.7381
345@2013-11-01@16.6451
346@2013-10-25@16.5152
347@2013-10-18@16.3570
348@2013-10-11@16.2405
349@2013-10-04@16.1267
350@2013-09-27@16.0127
351@2013-09-20@15.8755
352@2013-09-13@15.7208
353@2013-09-06@15.5663
354@2013-08-30@15.4197
355@2013-08-23@15.2729
356@2013-08-16@15.0866
357@2013-08-09@14.8938
358@2013-08-02@14.6548
359@2013-07-26@14.4296
360@2013-07-19@14.3189
361@2013-07-12@14.2262
362@2013-07-05@14.1417
363@2013-06-28@14.0861
364@2013-06-21@14.0730
365@2013-06-14@13.9867
366@2013-06-07@13.8928
367@2013-05-31@13.8157
368@2013-05-24@13.6538
369@2013-05-17@13.5339
370@2013-05-10@13.4124
371@2013-05-03@13.2648
372@2013-04-26@13.1352
373@2013-04-19@13.0284
374@2013-04-12@12.8988
375@2013-04-05@12.7764
376@2013-03-28@12.6427
377@2013-03-22@12.5161
378@2013-03-15@12.3817
379@2013-03-08@12.2162
380@2013-03-01@12.0730
381@2013-02-22@11.9119
382@2013-02-15@11.7514
383@2013-02-08@11.6553
384@2013-02-01@11.6505
385@2013-01-25@11.6547
386@2013-01-18@11.6634
387@2013-01-11@11.6676
388@2013-01-04@11.6933
389@2012-12-28@11.7594
390@2012-12-21@11.8223
391@2012-12-14@11.8398
392@2012-12-07@11.8623
393@2012-11-30@11.8755
394@2012-11-23@11.9043
395@2012-11-16@11.9392
396@2012-11-09@12.0016
397@2012-11-02@12.0423
398@2012-10-26@12.1051
399@2012-10-19@12.1493
400@2012-10-12@12.1935
401@2012-10-05@12.2345
402@2012-09-28@12.2741
403@2012-09-21@12.2722
404@2012-09-14@12.2671
405@2012-09-07@12.2635
406@2012-08-31@12.2767
407@2012-08-24@12.2903
408@2012-08-17@12.2857
409@2012-08-10@12.3092
410@2012-08-03@12.3452
411@2012-07-27@12.3437
412@2012-07-20@12.3518
413@2012-07-13@12.3504
414@2012-07-06@12.3434
415@2012-06-29@12.3445
416@2012-06-22@12.3626
417@2012-06-15@12.4001
418@2012-06-08@12.4087
419@2012-06-01@12.4315
420@2012-05-25@12.4200
421@2012-05-18@12.4231
422@2012-05-11@12.3886
423@2012-05-04@12.3702
424@2012-04-27@12.3206
425@2012-04-20@12.3102
426@2012-04-13@12.2817
427@2012-04-05@12.2453
428@2012-03-30@12.1935
429@2012-03-23@12.1377
430@2012-03-16@12.1015
431@2012-03-09@12.0989
432@2012-03-02@12.1059
433@2012-02-24@12.0902
434@2012-02-17@12.0647
435@2012-02-10@12.0292
436@2012-02-03@11.9983
437@2012-01-27@11.9813
438@2012-01-20@11.9510
439@2012-01-13@11.9122
440@2012-01-06@11.8804
441@2011-12-30@11.8334
442@2011-12-23@11.8010
443@2011-12-16@11.7837
444@2011-12-09@11.7490
445@2011-12-02@11.7014
446@2011-11-25@11.6738
447@2011-11-18@11.6550
448@2011-11-11@11.5810
449@2011-11-04@11.4540
450@2011-10-28@11.3341
451@2011-10-21@11.2035
452@2011-10-14@11.0928
453@2011-10-07@11.0053
454@2011-09-30@10.9618
455@2011-09-23@10.9236
456@2011-09-16@10.8697
457@2011-09-09@10.8523
458@2011-09-02@10.8406
459@2011-08-26@10.8211
460@2011-08-19@10.8291
461@2011-08-12@10.8482
462@2011-08-05@10.8480
463@2011-07-29@10.7943
464@2011-07-22@10.7425
465@2011-07-15@10.6953
466@2011-07-08@10.6382
467@2011-07-01@10.5878
468@2011-06-24@10.5700
469@2011-06-17@10.5768
470@2011-06-10@10.5488
471@2011-06-03@10.4982
472@2011-05-27@10.4634
473@2011-05-20@10.4285
474@2011-05-13@10.3942
475@2011-05-06@10.3651
476@2011-04-29@10.3345
477@2011-04-21@10.3094
478@2011-04-15@10.2961
479@2011-04-08@10.2801
480@2011-04-01@10.2739
481@2011-03-25@10.2701
482@2011-03-18@10.2839
483@2011-03-11@10.2925
484@2011-03-04@10.2726
485@2011-02-25@10.2612
486@2011-02-18@10.2623
487@2011-02-11@10.2728
488@2011-02-04@10.2253
489@2011-01-28@10.2131
490@2011-01-21@10.1965
491@2011-01-14@10.1517
492@2011-01-07@10.0897
493@2010-12-31@9.9929
494@2010-12-23@9.9010
495@2010-12-17@9.8210
496@2010-12-10@9.7316
497@2010-12-03@9.6397
498@2010-11-26@9.5798
499@2010-11-19@9.5230
500@2010-11-12@9.4700
501@2010-11-05@9.4324
502@2010-10-29@9.3868
503@2010-10-22@9.3516
504@2010-10-15@9.3126
505@2010-10-08@9.2880
506@2010-10-01@9.2766
507@2010-09-24@9.2667
508@2010-09-17@9.2573
509@2010-09-10@9.2321
510@2010-09-03@9.2109
511@2010-08-27@9.2159
512@2010-08-20@9.1983
513@2010-08-13@9.1956
514@2010-08-06@9.1810
515@2010-07-30@9.1165
516@2010-07-23@9.0601
517@2010-07-16@9.0389
518@2010-07-09@9.0264
519@2010-07-02@9.0315
520@2010-06-25@9.0203
521@2010-06-18@8.9784
522@2010-06-11@8.9753
523@2010-06-04@8.9897
524@2010-05-28@9.0041
525@2010-05-21@9.0536
526@2010-05-14@9.0798
527@2010-05-07@9.0877
528@2010-04-30@9.0918
529@2010-04-23@9.0688
530@2010-04-16@9.0421
531@2010-04-09@8.9659
532@2010-04-01@8.9189
533@2010-03-26@8.8721
534@2010-03-19@8.8345
535@2010-03-12@8.8212
536@2010-03-05@8.8356
537@2010-02-26@8.8703
538@2010-02-19@8.9049
539@2010-02-12@8.9238
540@2010-02-05@9.0044
541@2010-01-29@9.0923
542@2010-01-22@9.1703
543@2010-01-15@9.2222
544@2010-01-08@9.2778
545@2009-12-31@9.3185
546@2009-12-24@9.3474
547@2009-12-18@9.4045
548@2009-12-11@9.4808
549@2009-12-04@9.5498
550@2009-11-27@9.5990
551@2009-11-20@9.6470
552@2009-11-13@9.6885
553@2009-11-06@9.7460
554@2009-10-30@9.8518
555@2009-10-23@9.8801
556@2009-10-16@9.8967
557@2009-10-09@9.9042
558@2009-10-02@9.9580
559@2009-09-25@9.9837
560@2009-09-18@10.0637
561@2009-09-11@10.1392
562@2009-09-04@10.2183
563@2009-08-28@10.2964
564@2009-08-21@10.3406
565@2009-08-14@10.4037
566@2009-08-07@10.4645
567@2009-07-31@10.5803
568@2009-07-24@10.7089
569@2009-07-17@10.8319
570@2009-07-10@10.9842
571@2009-07-02@11.0878
572@2009-06-26@11.1741
573@2009-06-19@11.2669
574@2009-06-12@11.3543
575@2009-06-05@11.4611
576@2009-05-29@11.5959
577@2009-05-22@11.8312
578@2009-05-15@12.0197
579@2009-05-08@12.2223
580@2009-05-01@12.4804
581@2009-04-24@12.7960
582@2009-04-17@13.1073
583@2009-04-09@13.4291
584@2009-04-03@13.7436
585@2009-03-27@14.1062
586@2009-03-20@14.5049
587@2009-03-13@14.9349
588@2009-03-06@15.3647
589@2009-02-27@15.8385
590@2009-02-20@16.3584
591@2009-02-13@16.9040
592@2009-02-06@17.4341
593@2009-01-30@18.0675
594@2009-01-23@18.6786
595@2009-01-16@19.3213
596@2009-01-09@19.9811
597@2009-01-02@20.7009
598@2008-12-26@21.4496
599@2008-12-19@22.1947
600@2008-12-12@22.9756
601@2008-12-05@23.7163
602@2008-11-28@24.4369
603@2008-11-21@25.2229
604@2008-11-14@26.0624
605@2008-11-07@26.8093
606@2008-10-31@27.6133
607@2008-10-24@28.4740
608@2008-10-17@29.2521
609@2008-10-10@30.1559
610@2008-10-03@31.0729
611@2008-09-26@31.7917
612@2008-09-19@32.4999
613@2008-09-12@33.2270
614@2008-09-05@34.0057
615@2008-08-29@33.7718
616@2008-08-22@33.5127
617@2008-08-15@33.2007
618@2008-08-08@32.9918
619@2008-08-01@32.6211
620@2008-07-25@32.1944
621@2008-07-18@31.6299
622@2008-07-11@31.2913
623@2008-07-03@31.0836
624@2008-06-27@30.7054
625@2008-06-20@30.1591
626@2008-06-13@29.7032
627@2008-06-06@29.2162
628@2008-05-30@28.7447
629@2008-05-23@28.3150
630@2008-05-16@27.8566
631@2008-05-09@27.4831
632@2008-05-02@27.3198
633@2008-04-25@27.1462
634@2008-04-18@26.9486
635@2008-04-11@26.7617
636@2008-04-04@26.5443
637@2008-03-28@26.3198
638@2008-03-20@26.1355
639@2008-03-14@25.9268
640@2008-03-07@25.6764
641@2008-02-29@25.4264
642@2008-02-22@25.1525
643@2008-02-15@24.8648
644@2008-02-08@24.5972
645@2008-02-01@24.3404
646@2008-01-25@24.0657
647@2008-01-18@23.8016
648@2008-01-11@23.4388
649@2008-01-04@23.0279
650@2007-12-28@22.5223
651@2007-12-21@22.0109
652@2007-12-14@21.6246
653@2007-12-07@21.2097
654@2007-11-30@20.7796
655@2007-11-23@20.7679
656@2007-11-16@20.7237
657@2007-11-09@20.6341
658@2007-11-02@20.4130
659@2007-10-26@20.1248
660@2007-10-19@19.9336
661@2007-10-12@19.6760
662@2007-10-05@19.4216
663@2007-09-28@19.2178
664@2007-09-21@19.0358
665@2007-09-14@18.9165
666@2007-09-07@18.8528
667@2007-08-31@18.7537
668@2007-08-24@18.6710
669@2007-08-17@18.6357
670@2007-08-10@18.5959
671@2007-08-03@18.5156
672@2007-07-27@18.5283
673@2007-07-20@18.4820
674@2007-07-13@18.3962
675@2007-07-06@18.3268
676@2007-06-29@18.2491
677@2007-06-22@18.1621
678@2007-06-15@18.0516
679@2007-06-08@17.9712
680@2007-06-01@17.8608
681@2007-05-25@17.7496
682@2007-05-18@17.5988
683@2007-05-11@17.4214
684@2007-05-04@17.1533
685@2007-04-27@16.9176
686@2007-04-20@16.6501
687@2007-04-13@16.4181
688@2007-04-05@16.2214
689@2007-03-30@16.0287
690@2007-03-23@15.8832
691@2007-03-16@15.7844
692@2007-03-09@15.6780
693@2007-03-02@15.6309
694@2007-02-23@15.4813
695@2007-02-16@15.3767
696@2007-02-09@15.3090
697@2007-02-02@15.1836
698@2007-01-26@15.0878
699@2007-01-19@14.9265
700@2007-01-12@14.7370
701@2007-01-05@14.6001
702@2006-12-29@14.4319
703@2006-12-22@14.2985
704@2006-12-15@14.1212
705@2006-12-08@13.9197
706@2006-12-01@13.7505
707@2006-11-24@13.5835
708@2006-11-17@13.4486
709@2006-11-10@13.2931
710@2006-11-03@13.1708
711@2006-10-27@13.0946
712@2006-10-20@13.0076
713@2006-10-13@12.8846
714@2006-10-06@12.8121
715@2006-09-29@12.7357
716@2006-09-22@12.6735
717@2006-09-15@12.6467
718@2006-09-08@12.6762
719@2006-09-01@12.7097
720@2006-08-25@12.7614
721@2006-08-18@12.7525
722@2006-08-11@12.7964
723@2006-08-04@12.8662
724@2006-07-28@12.9701
725@2006-07-21@13.0998
726@2006-07-14@13.2746
727@2006-07-07@13.4798
728@2006-06-30@13.6676
729@2006-06-23@13.8536
730@2006-06-16@14.0516
731@2006-06-09@14.2070
732@2006-06-02@14.3221
733@2006-05-26@14.4535
734@2006-05-19@14.6183
735@2006-05-12@14.7334
736@2006-05-05@14.7538
737@2006-04-28@14.8230
738@2006-04-21@14.9314
739@2006-04-13@15.0647
740@2006-04-07@15.1865
741@2006-03-31@15.2944
742@2006-03-24@15.4139
743@2006-03-17@15.5194
744@2006-03-10@15.7623
745@2006-03-03@15.9798
