@Date@ADX_value
179@2017-01-06@7.6378
180@2016-12-30@7.6880
181@2016-12-23@7.7472
182@2016-12-16@7.7968
183@2016-12-09@7.8469
184@2016-12-02@7.9068
185@2016-11-25@7.9739
186@2016-11-18@8.0287
187@2016-11-11@8.0856
188@2016-11-04@8.1283
189@2016-10-28@8.1676
190@2016-10-21@8.1767
191@2016-10-14@8.1917
192@2016-10-07@8.2130
193@2016-09-30@8.2416
194@2016-09-23@8.2676
195@2016-09-16@8.2938
196@2016-09-09@8.3298
197@2016-09-02@8.3630
198@2016-08-26@8.4042
199@2016-08-19@8.4453
200@2016-08-12@8.4807
201@2016-08-05@8.5128
202@2016-07-29@8.5491
203@2016-07-22@8.5879
204@2016-07-15@8.6533
205@2016-07-08@8.7316
206@2016-07-01@8.8143
207@2016-06-24@8.8943
208@2016-06-17@8.9828
209@2016-06-10@9.0646
210@2016-06-03@9.1296
211@2016-05-27@9.1917
212@2016-05-20@9.2578
213@2016-05-13@9.3320
214@2016-05-06@9.3985
215@2016-04-29@9.4747
216@2016-04-22@9.5516
217@2016-04-15@9.6121
218@2016-04-08@9.6593
219@2016-04-01@9.7121
220@2016-03-24@9.7654
221@2016-03-18@9.8263
222@2016-03-11@9.8878
223@2016-03-04@9.9620
224@2016-02-26@10.0289
225@2016-02-19@10.1005
226@2016-02-12@10.1678
227@2016-02-05@10.2432
228@2016-01-29@10.3082
229@2016-01-22@10.4004
230@2016-01-15@10.5037
231@2016-01-08@10.5995
232@2015-12-31@10.6793
233@2015-12-24@10.7350
234@2015-12-18@10.8072
235@2015-12-11@10.8802
236@2015-12-04@10.9459
237@2015-11-27@11.0043
238@2015-11-20@11.0692
239@2015-11-13@11.1368
240@2015-11-06@11.2110
241@2015-10-30@11.2876
242@2015-10-23@11.3764
243@2015-10-16@11.4661
244@2015-10-09@11.5735
245@2015-10-02@11.6712
246@2015-09-25@11.7570
247@2015-09-18@11.8568
248@2015-09-11@11.9635
249@2015-09-04@12.0558
250@2015-08-28@12.1491
251@2015-08-21@12.2433
252@2015-08-14@12.3655
253@2015-08-07@12.4783
254@2015-07-31@12.6017
255@2015-07-24@12.7189
256@2015-07-17@12.8384
257@2015-07-10@12.9527
258@2015-07-02@12.9716
259@2015-06-26@12.9845
260@2015-06-19@13.0048
261@2015-06-12@13.0196
262@2015-06-05@13.0324
263@2015-05-29@13.0480
264@2015-05-22@13.0616
265@2015-05-15@13.0753
266@2015-05-08@13.0858
267@2015-05-01@13.0963
268@2015-04-24@13.1133
269@2015-04-17@13.1305
270@2015-04-10@13.1262
271@2015-04-02@13.1253
272@2015-03-27@13.1270
273@2015-03-20@13.1375
274@2015-03-13@13.1380
275@2015-03-06@13.1384
276@2015-02-27@13.1456
277@2015-02-20@13.1436
278@2015-02-13@13.1303
279@2015-02-06@13.1166
280@2015-01-30@13.0944
281@2015-01-23@13.0719
282@2015-01-16@13.0521
283@2015-01-09@13.0087
284@2015-01-02@12.9668
285@2014-12-26@12.9406
286@2014-12-19@12.9136
287@2014-12-12@12.8743
288@2014-12-05@12.8465
289@2014-11-28@12.8212
290@2014-11-21@12.8040
291@2014-11-14@12.7866
292@2014-11-07@12.7752
293@2014-10-31@12.7637
294@2014-10-24@12.7520
295@2014-10-17@12.7330
296@2014-10-10@12.7138
297@2014-10-03@12.7119
298@2014-09-26@12.7194
299@2014-09-19@12.7322
300@2014-09-12@12.7452
301@2014-09-05@12.7613
302@2014-08-29@12.7746
303@2014-08-22@12.7862
304@2014-08-15@12.8020
305@2014-08-08@12.8131
306@2014-08-01@12.8209
307@2014-07-25@12.8301
308@2014-07-18@12.8507
309@2014-07-11@12.8701
310@2014-07-03@12.8834
311@2014-06-27@12.9020
312@2014-06-20@12.9181
313@2014-06-13@12.9212
314@2014-06-06@12.9271
315@2014-05-30@12.9322
316@2014-05-23@12.9442
317@2014-05-16@12.9493
318@2014-05-09@12.9424
319@2014-05-02@12.9308
320@2014-04-25@12.9190
321@2014-04-17@12.9120
322@2014-04-11@12.9084
323@2014-04-04@12.9047
324@2014-03-28@12.9069
325@2014-03-21@12.8463
326@2014-03-14@12.7235
327@2014-03-07@12.5994
328@2014-02-28@12.4574
329@2014-02-21@12.3029
330@2014-02-14@12.1547
331@2014-02-07@12.0091
332@2014-01-31@11.8733
333@2014-01-24@11.7362
334@2014-01-17@11.5628
335@2014-01-10@11.3912
336@2014-01-03@11.2243
337@2013-12-27@11.0687
338@2013-12-20@10.9119
339@2013-12-13@10.7629
340@2013-12-06@10.6170
341@2013-11-29@10.4808
342@2013-11-22@10.3444
343@2013-11-15@10.2164
344@2013-11-08@10.0918
345@2013-11-01@9.9697
346@2013-10-25@9.8421
347@2013-10-18@9.7137
348@2013-10-11@9.5968
349@2013-10-04@9.5592
350@2013-09-27@9.5002
351@2013-09-20@9.4382
352@2013-09-13@9.3675
353@2013-09-06@9.3009
354@2013-08-30@9.2421
355@2013-08-23@9.1882
356@2013-08-16@9.1239
357@2013-08-09@9.0591
358@2013-08-02@8.9699
359@2013-07-26@8.8813
360@2013-07-19@8.7910
361@2013-07-12@8.6997
362@2013-07-05@8.5899
363@2013-06-28@8.4946
364@2013-06-21@8.4045
365@2013-06-14@8.3054
366@2013-06-07@8.2167
367@2013-05-31@8.1334
368@2013-05-24@8.0354
369@2013-05-17@7.9309
370@2013-05-10@7.8234
371@2013-05-03@7.7374
372@2013-04-26@7.6706
373@2013-04-19@7.6209
374@2013-04-12@7.5798
375@2013-04-05@7.5449
376@2013-03-28@7.5033
377@2013-03-22@7.4477
378@2013-03-15@7.3850
379@2013-03-08@7.3121
380@2013-03-01@7.2384
381@2013-02-22@7.1857
382@2013-02-15@7.1271
383@2013-02-08@7.0775
384@2013-02-01@7.0316
385@2013-01-25@6.9915
386@2013-01-18@6.9624
387@2013-01-11@6.9434
388@2013-01-04@6.9063
389@2012-12-28@6.8710
390@2012-12-21@6.8522
391@2012-12-14@6.8290
392@2012-12-07@6.8197
393@2012-11-30@6.8173
394@2012-11-23@6.8192
395@2012-11-16@6.8352
396@2012-11-09@6.8569
397@2012-11-02@6.8682
398@2012-10-26@6.8610
399@2012-10-19@6.8591
400@2012-10-12@6.8555
401@2012-10-05@6.8000
402@2012-09-28@6.7341
403@2012-09-21@6.6735
404@2012-09-14@6.6315
405@2012-09-07@6.6036
406@2012-08-31@6.5758
407@2012-08-24@6.5634
408@2012-08-17@6.5564
409@2012-08-10@6.5517
410@2012-08-03@6.5660
411@2012-07-27@6.5843
412@2012-07-20@6.6089
413@2012-07-13@6.6493
414@2012-07-06@6.7047
415@2012-06-29@6.7500
416@2012-06-22@6.8101
417@2012-06-15@6.8694
418@2012-06-08@6.9292
419@2012-06-01@6.9824
420@2012-05-25@7.0348
421@2012-05-18@7.0730
422@2012-05-11@7.1054
423@2012-05-04@7.1527
424@2012-04-27@7.1991
425@2012-04-20@7.2459
426@2012-04-13@7.2892
427@2012-04-05@7.3127
428@2012-03-30@7.3398
429@2012-03-23@7.3592
430@2012-03-16@7.3853
431@2012-03-09@7.4270
432@2012-03-02@7.4714
433@2012-02-24@7.5082
434@2012-02-17@7.5507
435@2012-02-10@7.5962
436@2012-02-03@7.6422
437@2012-01-27@7.7002
438@2012-01-20@7.7645
439@2012-01-13@7.8175
440@2012-01-06@7.8461
441@2011-12-30@7.8508
442@2011-12-23@7.8709
443@2011-12-16@7.8991
444@2011-12-09@7.9277
445@2011-12-02@7.9596
446@2011-11-25@7.9971
447@2011-11-18@8.0586
448@2011-11-11@8.0974
449@2011-11-04@8.1392
450@2011-10-28@8.1914
451@2011-10-21@8.2440
452@2011-10-14@8.3039
453@2011-10-07@8.3644
454@2011-09-30@8.4168
455@2011-09-23@8.4928
456@2011-09-16@8.5700
457@2011-09-09@8.6396
458@2011-09-02@8.7043
459@2011-08-26@8.7767
460@2011-08-19@8.8433
461@2011-08-12@8.9106
462@2011-08-05@8.9872
463@2011-07-29@9.0492
464@2011-07-22@9.0806
465@2011-07-15@9.1178
466@2011-07-08@9.1689
467@2011-07-01@9.2567
468@2011-06-24@9.3325
469@2011-06-17@9.3876
470@2011-06-10@9.4520
471@2011-06-03@9.5356
472@2011-05-27@9.6296
473@2011-05-20@9.7172
474@2011-05-13@9.8070
475@2011-05-06@9.9037
476@2011-04-29@10.0009
477@2011-04-21@10.1003
478@2011-04-15@10.1939
479@2011-04-08@10.2968
480@2011-04-01@10.3734
481@2011-03-25@10.4450
482@2011-03-18@10.5224
483@2011-03-11@10.6081
484@2011-03-04@10.6773
485@2011-02-25@10.7298
486@2011-02-18@10.7778
487@2011-02-11@10.8110
488@2011-02-04@10.8489
489@2011-01-28@10.8948
490@2011-01-21@10.9377
491@2011-01-14@10.9717
492@2011-01-07@11.0192
493@2010-12-31@11.0714
494@2010-12-23@11.1344
495@2010-12-17@11.1981
496@2010-12-10@11.2653
497@2010-12-03@11.3384
498@2010-11-26@11.4163
499@2010-11-19@11.4758
500@2010-11-12@11.5335
501@2010-11-05@11.5762
502@2010-10-29@11.6114
503@2010-10-22@11.6505
504@2010-10-15@11.6933
505@2010-10-08@11.7488
506@2010-10-01@11.8487
507@2010-09-24@11.9520
508@2010-09-17@12.0629
509@2010-09-10@12.1669
510@2010-09-03@12.2635
511@2010-08-27@12.3545
512@2010-08-20@12.4436
513@2010-08-13@12.5433
514@2010-08-06@12.6599
515@2010-07-30@12.7808
516@2010-07-23@12.8945
517@2010-07-16@13.0042
518@2010-07-09@13.1164
519@2010-07-02@13.2134
520@2010-06-25@13.3115
521@2010-06-18@13.4373
522@2010-06-11@13.5729
523@2010-06-04@13.7063
524@2010-05-28@13.8425
525@2010-05-21@13.9728
526@2010-05-14@14.1048
527@2010-05-07@14.2329
528@2010-04-30@14.3624
529@2010-04-23@14.4459
530@2010-04-16@14.5129
531@2010-04-09@14.5745
532@2010-04-01@14.6530
533@2010-03-26@14.7332
534@2010-03-19@14.8153
535@2010-03-12@14.8851
536@2010-03-05@14.9551
537@2010-02-26@15.0402
538@2010-02-19@15.1404
539@2010-02-12@15.2303
540@2010-02-05@15.3231
541@2010-01-29@15.4170
542@2010-01-22@15.5092
543@2010-01-15@15.5952
544@2010-01-08@15.6507
545@2009-12-31@15.6941
546@2009-12-24@15.7134
547@2009-12-18@15.7372
548@2009-12-11@15.7739
549@2009-12-04@15.8146
550@2009-11-27@15.8557
551@2009-11-20@15.9024
552@2009-11-13@15.9550
553@2009-11-06@16.0116
554@2009-10-30@16.0833
555@2009-10-23@16.1508
556@2009-10-16@16.2138
557@2009-10-09@16.2805
558@2009-10-02@16.3689
559@2009-09-25@16.4730
560@2009-09-18@16.5755
561@2009-09-11@16.6855
562@2009-09-04@16.8135
563@2009-08-28@16.9474
564@2009-08-21@17.0764
565@2009-08-14@17.2125
566@2009-08-07@17.3395
567@2009-07-31@17.4715
568@2009-07-24@17.6094
569@2009-07-17@17.7503
570@2009-07-10@17.8958
571@2009-07-02@18.0625
572@2009-06-26@18.2231
573@2009-06-19@18.3852
574@2009-06-12@18.5420
575@2009-06-05@18.6934
576@2009-05-29@18.8463
577@2009-05-22@19.0212
578@2009-05-15@19.2059
579@2009-05-08@19.3925
580@2009-05-01@19.5755
581@2009-04-24@19.7647
582@2009-04-17@19.9629
583@2009-04-09@20.1632
584@2009-04-03@20.3508
585@2009-03-27@20.5385
586@2009-03-20@20.7194
587@2009-03-13@20.8888
588@2009-03-06@21.0510
589@2009-02-27@21.2180
590@2009-02-20@21.4096
591@2009-02-13@21.6068
592@2009-02-06@21.8170
593@2009-01-30@22.0245
594@2009-01-23@22.2192
595@2009-01-16@22.4017
596@2009-01-09@22.5779
597@2009-01-02@22.7733
598@2008-12-26@22.9571
599@2008-12-19@23.1340
600@2008-12-12@23.3221
601@2008-12-05@23.5038
602@2008-11-28@23.6651
603@2008-11-21@23.8280
604@2008-11-14@23.9925
605@2008-11-07@24.1795
606@2008-10-31@24.3983
607@2008-10-24@24.6191
608@2008-10-17@24.8422
609@2008-10-10@25.0674
610@2008-10-03@25.2821
611@2008-09-26@25.5281
612@2008-09-19@25.7473
613@2008-09-12@25.9686
614@2008-09-05@26.1985
615@2008-08-29@26.4056
616@2008-08-22@26.5978
617@2008-08-15@26.7786
618@2008-08-08@26.9514
619@2008-08-01@27.1358
620@2008-07-25@27.3244
621@2008-07-18@27.5126
622@2008-07-11@27.6928
623@2008-07-03@27.8419
624@2008-06-27@28.0023
625@2008-06-20@28.1642
