@Date@WILLR_value
89@2018-09-28@-15.3984
90@2018-09-21@-21.7797
91@2018-09-14@-20.7100
92@2018-09-07@-20.7812
93@2018-08-31@-10.8862
94@2018-08-24@-9.9827
95@2018-08-17@-13.7976
96@2018-08-10@-7.1060
97@2018-08-03@-9.7253
98@2018-07-27@-7.0366
99@2018-07-20@-4.9603
100@2018-07-13@-1.2895
101@2018-07-06@-10.1354
102@2018-06-29@-15.7895
103@2018-06-22@-7.0321
104@2018-06-15@-8.3924
105@2018-06-08@-13.6266
106@2018-06-01@-12.6253
107@2018-05-25@-21.6850
108@2018-05-18@-24.4337
109@2018-05-11@-18.0112
110@2018-05-04@-27.9819
111@2018-04-27@-31.7033
112@2018-04-20@-22.9718
113@2018-04-13@-30.8296
114@2018-04-06@-35.7959
115@2018-03-29@-30.6202
116@2018-03-23@-32.6360
117@2018-03-16@-12.1026
118@2018-03-09@-7.0735
119@2018-03-02@-21.6736
120@2018-02-23@-13.3076
121@2018-02-16@-19.5112
122@2018-02-09@-28.8822
123@2018-02-02@-14.9998
124@2018-01-26@-0.0000
125@2018-01-19@-1.1297
126@2018-01-12@-0.1417
127@2018-01-05@-0.7462
128@2017-12-29@-7.9960
129@2017-12-22@-4.2602
130@2017-12-15@-1.9640
131@2017-12-08@-7.5171
132@2017-12-01@-13.4850
133@2017-11-24@-1.8160
134@2017-11-17@-7.0928
135@2017-11-10@-4.9800
136@2017-11-03@-3.4863
137@2017-10-27@-7.6606
138@2017-10-20@-3.2708
139@2017-10-13@-2.0140
140@2017-10-06@-4.4560
141@2017-09-29@-10.3855
142@2017-09-22@-19.4523
143@2017-09-15@-21.6981
144@2017-09-08@-19.6854
145@2017-09-01@-15.9889
146@2017-08-25@-19.9887
147@2017-08-18@-21.0942
148@2017-08-11@-20.0937
149@2017-08-04@-16.0760
150@2017-07-28@-12.8669
151@2017-07-21@-3.5546
152@2017-07-14@-7.6290
153@2017-07-07@-16.3169
154@2017-06-30@-18.9955
155@2017-06-23@-5.4197
156@2017-06-16@-12.0307
157@2017-06-09@-8.5550
158@2017-06-02@-0.7569
159@2017-05-26@-0.6829
160@2017-05-19@-2.6376
161@2017-05-12@-1.6691
162@2017-05-05@-2.1081
163@2017-04-28@-2.8661
164@2017-04-21@-4.6101
165@2017-04-13@-10.2036
166@2017-04-07@-9.5221
167@2017-03-31@-7.7794
168@2017-03-24@-11.4792
169@2017-03-17@-0.5991
170@2017-03-10@-1.6553
171@2017-03-03@-5.3018
172@2017-02-24@-5.6775
173@2017-02-17@-6.0503
174@2017-02-10@-9.5118
175@2017-02-03@-13.8669
176@2017-01-27@-6.5000
177@2017-01-20@-3.4935
178@2017-01-13@-2.6000
179@2017-01-06@-4.4277
180@2016-12-30@-14.6716
181@2016-12-23@-9.2990
182@2016-12-16@-8.6910
183@2016-12-09@-8.4892
184@2016-12-02@-21.4140
185@2016-11-25@-16.8836
186@2016-11-18@-18.1074
187@2016-11-11@-19.3197
188@2016-11-04@-16.6336
189@2016-10-28@-5.5848
190@2016-10-21@-1.6967
191@2016-10-14@-4.6390
192@2016-10-07@-5.5920
193@2016-09-30@-4.5711
194@2016-09-23@-1.2494
195@2016-09-16@-4.9259
196@2016-09-09@-7.8642
197@2016-09-02@-5.2664
198@2016-08-26@-6.3966
199@2016-08-19@-4.4057
200@2016-08-12@-2.1144
201@2016-08-05@-1.0706
202@2016-07-29@-5.9510
203@2016-07-22@-15.9874
204@2016-07-15@-23.3909
205@2016-07-08@-28.9788
206@2016-07-01@-31.3361
207@2016-06-24@-39.1779
208@2016-06-17@-33.2144
209@2016-06-10@-24.1548
210@2016-06-03@-23.3189
211@2016-05-27@-19.6438
212@2016-05-20@-27.7486
213@2016-05-13@-26.7719
214@2016-05-06@-26.6623
215@2016-04-29@-32.0780
216@2016-04-22@-22.7210
217@2016-04-15@-9.5010
218@2016-04-08@-15.9279
219@2016-04-01@-12.7348
220@2016-03-24@-17.3773
221@2016-03-18@-17.1988
222@2016-03-11@-20.4984
223@2016-03-04@-25.0845
224@2016-02-26@-64.2218
225@2016-02-19@-66.6854
226@2016-02-12@-70.0477
227@2016-02-05@-70.7113
228@2016-01-29@-63.2594
229@2016-01-22@-65.5067
230@2016-01-15@-70.2454
231@2016-01-08@-67.4784
232@2015-12-31@-61.0960
233@2015-12-24@-62.7451
234@2015-12-18@-63.9633
235@2015-12-11@-64.8346
236@2015-12-04@-60.9334
237@2015-11-27@-61.9144
238@2015-11-20@-61.2328
239@2015-11-13@-66.2371
240@2015-11-06@-63.3196
241@2015-10-30@-66.6003
242@2015-10-23@-69.0475
243@2015-10-16@-72.3010
244@2015-10-09@-75.5640
245@2015-10-02@-77.4950
246@2015-09-25@-79.7770
247@2015-09-18@-76.9625
248@2015-09-11@-77.7240
249@2015-09-04@-81.2933
250@2015-08-28@-77.1292
251@2015-08-21@-79.2512
252@2015-08-14@-73.1073
253@2015-08-07@-76.4923
254@2015-07-31@-77.4259
255@2015-07-24@-77.7958
256@2015-07-17@-71.7184
257@2015-07-10@-91.1650
258@2015-07-02@-92.3533
259@2015-06-26@-91.5782
260@2015-06-19@-90.9739
261@2015-06-12@-92.3357
262@2015-06-05@-92.0566
263@2015-05-29@-92.6271
264@2015-05-22@-91.3804
265@2015-05-15@-92.4685
266@2015-05-08@-92.1352
267@2015-05-01@-91.8357
268@2015-04-24@-88.7868
269@2015-04-17@-94.3317
270@2015-04-10@-92.1907
271@2015-04-02@-93.1705
272@2015-03-27@-90.9698
273@2015-03-20@-89.9671
274@2015-03-13@-91.5864
275@2015-03-06@-88.8898
276@2015-02-27@-90.2814
277@2015-02-20@-93.1041
278@2015-02-13@-91.8357
279@2015-02-06@-94.1779
280@2015-01-30@-93.6800
281@2015-01-23@-93.0837
282@2015-01-16@-97.3515
283@2015-01-09@-99.2233
284@2015-01-02@-95.5774
285@2014-12-26@-93.9414
286@2014-12-19@-96.8771
287@2014-12-12@-98.5360
288@2014-12-05@-97.6208
289@2014-11-28@-94.6955
290@2014-11-21@-95.1399
291@2014-11-14@-93.8444
292@2014-11-07@-94.3138
293@2014-10-31@-92.0781
294@2014-10-24@-94.7206
295@2014-10-17@-98.3326
296@2014-10-10@-93.8444
297@2014-10-03@-89.5177
298@2014-09-26@-89.2879
299@2014-09-19@-86.8502
300@2014-09-12@-89.7058
301@2014-09-05@-87.9116
302@2014-08-29@-90.0596
303@2014-08-22@-88.6416
304@2014-08-15@-89.8716
305@2014-08-08@-90.6753
306@2014-08-01@-91.2799
307@2014-07-25@-87.8698
308@2014-07-18@-86.8906
309@2014-07-11@-89.4620
310@2014-07-03@-88.5663
311@2014-06-27@-89.5958
312@2014-06-20@-92.2661
313@2014-06-13@-93.1256
314@2014-06-06@-92.3344
315@2014-05-30@-91.5515
316@2014-05-23@-92.6450
317@2014-05-16@-97.5901
318@2014-05-09@-97.8241
319@2014-05-02@-96.8142
320@2014-04-25@-99.9151
321@2014-04-17@-98.1657
322@2014-04-11@-98.9647
323@2014-04-04@-99.8895
324@2014-03-28@-16.1714
325@2014-03-21@-6.8178
326@2014-03-14@-8.3408
327@2014-03-07@-2.0956
328@2014-02-28@-1.9677
329@2014-02-21@-1.3834
330@2014-02-14@-0.2454
331@2014-02-07@-1.4444
332@2014-01-31@-0.8841
333@2014-01-24@-7.2068
334@2014-01-17@-1.6719
335@2014-01-10@-2.9012
336@2014-01-03@-2.8345
337@2013-12-27@-0.3335
338@2013-12-20@-0.1010
339@2013-12-13@-5.8829
340@2013-12-06@-0.0253
341@2013-11-29@-1.6442
342@2013-11-22@-3.4233
343@2013-11-15@-1.6412
344@2013-11-08@-5.2557
345@2013-11-01@-2.9856
346@2013-10-25@-5.2412
347@2013-10-18@-0.8825
348@2013-10-11@-15.0775
349@2013-10-04@-14.9806
350@2013-09-27@-13.8931
351@2013-09-20@-6.7002
352@2013-09-13@-10.4802
353@2013-09-06@-11.9615
354@2013-08-30@-18.1268
355@2013-08-23@-12.9167
356@2013-08-16@-15.8899
357@2013-08-09@-8.4018
358@2013-08-02@-4.7899
359@2013-07-26@-9.5328
360@2013-07-19@-7.0187
361@2013-07-12@-0.0000
362@2013-07-05@-6.1613
363@2013-06-28@-9.1431
364@2013-06-21@-9.0158
365@2013-06-14@-10.3545
366@2013-06-07@-9.2886
367@2013-05-31@-11.2231
368@2013-05-24@-10.5772
369@2013-05-17@-2.4163
370@2013-05-10@-0.0761
371@2013-05-03@-0.2889
372@2013-04-26@-11.4777
373@2013-04-19@-11.8955
374@2013-04-12@-14.5426
375@2013-04-05@-16.4295
376@2013-03-28@-13.4271
377@2013-03-22@-9.0814
378@2013-03-15@-8.0053
379@2013-03-08@-3.3641
380@2013-03-01@-0.8275
381@2013-02-22@-2.7564
382@2013-02-15@-0.1155
383@2013-02-08@-0.4145
384@2013-02-01@-0.3294
385@2013-01-25@-6.8722
386@2013-01-18@-23.1849
387@2013-01-11@-11.4116
388@2013-01-04@-12.0819
389@2012-12-28@-24.6781
390@2012-12-21@-19.4950
391@2012-12-14@-24.0300
392@2012-12-07@-29.9210
393@2012-11-30@-25.2223
394@2012-11-23@-35.3099
395@2012-11-16@-42.2087
396@2012-11-09@-36.9492
397@2012-11-02@-28.6906
398@2012-10-26@-32.9274
399@2012-10-19@-30.7241
400@2012-10-12@-9.8321
401@2012-10-05@-2.2332
402@2012-09-28@-3.5598
403@2012-09-21@-0.3551
404@2012-09-14@-1.3834
405@2012-09-07@-2.5498
406@2012-08-31@-1.8058
407@2012-08-24@-0.9490
408@2012-08-17@-0.0539
409@2012-08-10@-14.3234
410@2012-08-03@-13.9555
411@2012-07-27@-15.8785
412@2012-07-20@-26.6981
413@2012-07-13@-42.1069
414@2012-07-06@-37.8571
415@2012-06-29@-40.5121
416@2012-06-22@-44.3711
417@2012-06-15@-47.5022
418@2012-06-08@-40.3414
419@2012-06-01@-41.9533
420@2012-05-25@-33.2685
421@2012-05-18@-29.5199
422@2012-05-11@-27.4787
423@2012-05-04@-30.9695
424@2012-04-27@-23.3581
425@2012-04-20@-31.3541
426@2012-04-13@-19.2925
427@2012-04-05@-16.0299
428@2012-03-30@-12.2602
429@2012-03-23@-11.6896
430@2012-03-16@-19.1066
431@2012-03-09@-29.5833
432@2012-03-02@-20.7083
433@2012-02-24@-25.5050
434@2012-02-17@-27.7280
435@2012-02-10@-27.1913
436@2012-02-03@-31.2400
437@2012-01-27@-38.1498
438@2012-01-20@-35.6098
439@2012-01-13@-19.1277
440@2012-01-06@-8.5496
441@2011-12-30@-0.4035
442@2011-12-23@-4.6912
443@2011-12-16@-8.1211
444@2011-12-09@-7.4237
445@2011-12-02@-10.7964
446@2011-11-25@-38.1981
447@2011-11-18@-22.9685
448@2011-11-11@-16.5337
449@2011-11-04@-22.3666
450@2011-10-28@-20.4557
451@2011-10-21@-25.0657
452@2011-10-14@-24.4972
453@2011-10-07@-61.0710
454@2011-09-30@-61.1093
455@2011-09-23@-56.1076
456@2011-09-16@-45.9944
457@2011-09-09@-56.4229
458@2011-09-02@-56.4277
459@2011-08-26@-55.4627
460@2011-08-19@-72.6317
461@2011-08-12@-37.8302
462@2011-08-05@-30.5355
463@2011-07-29@-18.7599
464@2011-07-22@-11.8139
465@2011-07-15@-21.6596
466@2011-07-08@-53.0120
467@2011-07-01@-58.2487
468@2011-06-24@-79.6305
469@2011-06-17@-71.9676
470@2011-06-10@-58.5894
471@2011-06-03@-48.5384
472@2011-05-27@-49.4210
473@2011-05-20@-48.1537
474@2011-05-13@-45.9187
475@2011-05-06@-43.5906
476@2011-04-29@-40.0275
477@2011-04-21@-46.5923
478@2011-04-15@-43.5860
479@2011-04-08@-25.0900
480@2011-04-01@-19.8087
481@2011-03-25@-24.1833
482@2011-03-18@-30.6661
483@2011-03-11@-23.7626
484@2011-03-04@-14.7193
485@2011-02-25@-10.7264
486@2011-02-18@-4.1558
487@2011-02-11@-5.6910
488@2011-02-04@-9.0464
489@2011-01-28@-11.8724
490@2011-01-21@-8.8060
491@2011-01-14@-1.9537
492@2011-01-07@-4.2209
493@2010-12-31@-10.8026
494@2010-12-23@-7.7973
495@2010-12-17@-11.5053
496@2010-12-10@-11.1003
497@2010-12-03@-16.6188
498@2010-11-26@-11.7351
499@2010-11-19@-11.4967
500@2010-11-12@-7.9173
501@2010-11-05@-1.3911
502@2010-10-29@-4.3087
503@2010-10-22@-4.4625
504@2010-10-15@-7.3415
505@2010-10-08@-24.3740
506@2010-10-01@-27.1814
507@2010-09-24@-26.7445
508@2010-09-17@-36.4616
509@2010-09-10@-40.1272
510@2010-09-03@-41.6551
511@2010-08-27@-44.6561
512@2010-08-20@-43.8215
513@2010-08-13@-37.4558
514@2010-08-06@-33.8270
515@2010-07-30@-37.8483
516@2010-07-23@-36.4852
517@2010-07-16@-44.4533
518@2010-07-09@-42.3903
519@2010-07-02@-50.4853
520@2010-06-25@-41.0324
521@2010-06-18@-33.8767
522@2010-06-11@-36.8933
523@2010-06-04@-34.2194
524@2010-05-28@-37.6442
525@2010-05-21@-41.1972
526@2010-05-14@-31.9144
527@2010-05-07@-35.6793
528@2010-04-30@-27.1618
529@2010-04-23@-22.1135
530@2010-04-16@-20.7648
531@2010-04-09@-16.5590
532@2010-04-01@-15.8839
533@2010-03-26@-17.4825
534@2010-03-19@-18.1863
535@2010-03-12@-13.0740
536@2010-03-05@-17.0848
537@2010-02-26@-26.8727
538@2010-02-19@-23.2194
539@2010-02-12@-25.2191
540@2010-02-05@-25.6979
541@2010-01-29@-26.0501
542@2010-01-22@-20.8001
543@2010-01-15@-12.9536
544@2010-01-08@-7.1924
545@2009-12-31@-1.5871
546@2009-12-24@-0.2794
547@2009-12-18@-1.6979
548@2009-12-11@-16.3107
549@2009-12-04@-18.6202
550@2009-11-27@-26.9624
551@2009-11-20@-31.1577
552@2009-11-13@-30.7126
553@2009-11-06@-36.3770
554@2009-10-30@-39.5141
555@2009-10-23@-35.8346
556@2009-10-16@-36.6387
557@2009-10-09@-43.6754
558@2009-10-02@-52.5383
559@2009-09-25@-50.9581
560@2009-09-18@-51.1621
561@2009-09-11@-55.0266
562@2009-09-04@-57.1949
563@2009-08-28@-56.5048
564@2009-08-21@-56.4068
565@2009-08-14@-57.4549
566@2009-08-07@-58.0350
567@2009-07-31@-60.8453
568@2009-07-24@-60.1112
569@2009-07-17@-63.4056
570@2009-07-10@-66.5760
571@2009-07-02@-67.7581
572@2009-06-26@-64.3917
573@2009-06-19@-65.4379
574@2009-06-12@-64.4877
575@2009-06-05@-60.5913
576@2009-05-29@-66.0099
577@2009-05-22@-70.7565
578@2009-05-15@-71.4566
579@2009-05-08@-67.9902
580@2009-05-01@-70.7185
581@2009-04-24@-71.5586
582@2009-04-17@-71.0085
583@2009-04-09@-74.9570
584@2009-04-03@-75.5011
585@2009-03-27@-79.9176
586@2009-03-20@-83.4260
587@2009-03-13@-84.5741
588@2009-03-06@-87.7445
589@2009-02-27@-81.8598
590@2009-02-20@-80.1676
591@2009-02-13@-77.9214
592@2009-02-06@-75.2010
593@2009-01-30@-81.7518
594@2009-01-23@-84.5181
595@2009-01-16@-89.5247
596@2009-01-09@-86.4444
597@2009-01-02@-85.1942
598@2008-12-26@-89.3867
599@2008-12-19@-87.4245
600@2008-12-12@-86.3064
601@2008-12-05@-92.6611
602@2008-11-28@-90.8669
603@2008-11-21@-96.9736
604@2008-11-14@-93.5750
605@2008-11-07@-95.0434
606@2008-10-31@-88.5975
607@2008-10-24@-93.1818
608@2008-10-17@-85.5870
609@2008-10-10@-95.0336
610@2008-10-03@-98.3085
611@2008-09-26@-92.7654
612@2008-09-19@-87.4523
613@2008-09-12@-90.8232
614@2008-09-05@-90.4097
615@2008-08-29@-81.3494
616@2008-08-22@-73.5281
617@2008-08-15@-66.8801
618@2008-08-08@-68.2681
619@2008-08-01@-75.4021
620@2008-07-25@-68.5740
621@2008-07-18@-70.9158
622@2008-07-11@-56.3806
623@2008-07-03@-55.4372
624@2008-06-27@-57.0934
625@2008-06-20@-52.3106
626@2008-06-13@-45.7773
627@2008-06-06@-46.9522
628@2008-05-30@-42.0548
629@2008-05-23@-52.7821
630@2008-05-16@-43.5474
631@2008-05-09@-45.3371
632@2008-05-02@-43.2297
633@2008-04-25@-52.9280
634@2008-04-18@-54.1393
635@2008-04-11@-74.9450
636@2008-04-04@-71.4175
637@2008-03-28@-79.9545
638@2008-03-20@-81.1260
639@2008-03-14@-79.9959
640@2008-03-07@-81.1777
641@2008-02-29@-71.3942
642@2008-02-22@-61.9236
643@2008-02-15@-53.1068
644@2008-02-08@-55.6051
645@2008-02-01@-55.6520
646@2008-01-25@-43.5036
647@2008-01-18@-35.3605
648@2008-01-11@-26.2191
649@2008-01-04@-21.7085
650@2007-12-28@-10.7556
651@2007-12-21@-12.1605
652@2007-12-14@-13.7795
653@2007-12-07@-7.7871
654@2007-11-30@-13.0482
655@2007-11-23@-16.9694
656@2007-11-16@-27.3305
657@2007-11-09@-20.0318
658@2007-11-02@-0.6463
659@2007-10-26@-1.2578
660@2007-10-19@-4.2148
661@2007-10-12@-1.2974
662@2007-10-05@-1.0405
663@2007-09-28@-1.8814
664@2007-09-21@-0.3010
665@2007-09-14@-11.2984
666@2007-09-07@-14.6438
667@2007-08-31@-16.1742
668@2007-08-24@-16.2676
669@2007-08-17@-21.8518
670@2007-08-10@-15.9876
671@2007-08-03@-20.3366
672@2007-07-27@-16.8959
673@2007-07-20@-13.4839
674@2007-07-13@-0.1826
675@2007-07-06@-1.8447
676@2007-06-29@-4.6973
677@2007-06-22@-0.6004
678@2007-06-15@-8.1414
679@2007-06-08@-4.3492
680@2007-06-01@-5.2589
681@2007-05-25@-12.3013
682@2007-05-18@-17.6897
683@2007-05-11@-18.8378
684@2007-05-04@-17.0542
685@2007-04-27@-13.8413
686@2007-04-20@-11.2916
687@2007-04-13@-16.4223
688@2007-04-05@-14.3923
689@2007-03-30@-18.7301
690@2007-03-23@-17.2720
691@2007-03-16@-21.8961
692@2007-03-09@-18.2210
693@2007-03-02@-22.3076
694@2007-02-23@-12.6372
695@2007-02-16@-12.8250
696@2007-02-09@-15.0134
697@2007-02-02@-9.2530
698@2007-01-26@-5.0407
699@2007-01-19@-6.8296
700@2007-01-12@-2.3500
701@2007-01-05@-7.5816
702@2006-12-29@-15.4275
703@2006-12-22@-16.8669
704@2006-12-15@-9.6055
705@2006-12-08@-8.4863
706@2006-12-01@-9.4586
707@2006-11-24@-2.3500
708@2006-11-17@-0.3239
709@2006-11-10@-5.7084
710@2006-11-03@-6.2327
711@2006-10-27@-5.1810
712@2006-10-20@-4.9203
713@2006-10-13@-15.2358
714@2006-10-06@-17.4028
715@2006-09-29@-23.3301
716@2006-09-22@-22.7310
717@2006-09-15@-19.4420
718@2006-09-08@-28.4627
719@2006-09-01@-28.1477
720@2006-08-25@-28.5047
721@2006-08-18@-25.6042
722@2006-08-11@-28.9190
723@2006-08-04@-26.9667
724@2006-07-28@-23.1252
725@2006-07-21@-22.5967
