@Date@ADXR_value
74@2019-01-11@7.9734
75@2019-01-04@8.0098
76@2018-12-28@8.0532
77@2018-12-21@8.1008
78@2018-12-14@8.1422
79@2018-12-07@8.1812
80@2018-11-30@8.2190
81@2018-11-23@8.2651
82@2018-11-16@8.3263
83@2018-11-09@8.3727
84@2018-11-02@8.4196
85@2018-10-26@8.4718
86@2018-10-19@8.5185
87@2018-10-12@8.5467
88@2018-10-05@8.5760
89@2018-09-28@8.5753
90@2018-09-21@8.5745
91@2018-09-14@8.5630
92@2018-09-07@8.5521
93@2018-08-31@8.5442
94@2018-08-24@8.5210
95@2018-08-17@8.5033
96@2018-08-10@8.4854
97@2018-08-03@8.4640
98@2018-07-27@8.4450
99@2018-07-20@8.4297
100@2018-07-13@8.4299
101@2018-07-06@8.4299
102@2018-06-29@8.4413
103@2018-06-22@8.4547
104@2018-06-15@8.4557
105@2018-06-08@8.4786
106@2018-06-01@8.5091
107@2018-05-25@8.5474
108@2018-05-18@8.5960
109@2018-05-11@8.6489
110@2018-05-04@8.7009
111@2018-04-27@8.7600
112@2018-04-20@8.8165
113@2018-04-13@8.8691
114@2018-04-06@8.9381
115@2018-03-29@9.0054
116@2018-03-23@9.0779
117@2018-03-16@9.1391
118@2018-03-09@9.1587
119@2018-03-02@9.1762
120@2018-02-23@9.2010
121@2018-02-16@9.2127
122@2018-02-09@9.2356
123@2018-02-02@9.2588
124@2018-01-26@9.2472
125@2018-01-19@9.2196
126@2018-01-12@9.2040
127@2018-01-05@9.1905
128@2017-12-29@9.1855
129@2017-12-22@9.1876
130@2017-12-15@9.1971
131@2017-12-08@9.2151
132@2017-12-01@9.2345
133@2017-11-24@9.2399
134@2017-11-17@9.2387
135@2017-11-10@9.2480
136@2017-11-03@9.2549
137@2017-10-27@9.2614
138@2017-10-20@9.2639
139@2017-10-13@9.2835
140@2017-10-06@9.3049
141@2017-09-29@9.3358
142@2017-09-22@9.3735
143@2017-09-15@9.4246
144@2017-09-08@9.4741
145@2017-09-01@9.5330
146@2017-08-25@9.5870
147@2017-08-18@9.6390
148@2017-08-11@9.6963
149@2017-08-04@9.7571
150@2017-07-28@9.8070
151@2017-07-21@9.8557
152@2017-07-14@9.8930
153@2017-07-07@9.9502
154@2017-06-30@10.0131
155@2017-06-23@10.0763
156@2017-06-16@10.1224
157@2017-06-09@10.1715
158@2017-06-02@10.2118
159@2017-05-26@10.1937
160@2017-05-19@10.1734
161@2017-05-12@10.1654
162@2017-05-05@10.1519
163@2017-04-28@10.1379
164@2017-04-21@10.1322
165@2017-04-13@10.1482
166@2017-04-07@10.1701
167@2017-03-31@10.1896
168@2017-03-24@10.2121
169@2017-03-17@10.2362
170@2017-03-10@10.2493
171@2017-03-03@10.2550
172@2017-02-24@10.2645
173@2017-02-17@10.2768
174@2017-02-10@10.2959
175@2017-02-03@10.3132
176@2017-01-27@10.3307
177@2017-01-20@10.3459
178@2017-01-13@10.3677
179@2017-01-06@10.3841
180@2016-12-30@10.4023
181@2016-12-23@10.4208
182@2016-12-16@10.4343
183@2016-12-09@10.4495
184@2016-12-02@10.4577
185@2016-11-25@10.4703
186@2016-11-18@10.4846
187@2016-11-11@10.4996
188@2016-11-04@10.5013
189@2016-10-28@10.5070
190@2016-10-21@10.4990
191@2016-10-14@10.4978
192@2016-10-07@10.4998
193@2016-09-30@10.5084
194@2016-09-23@10.5156
195@2016-09-16@10.5229
196@2016-09-09@10.5314
197@2016-09-02@10.5384
198@2016-08-26@10.5581
199@2016-08-19@10.5823
200@2016-08-12@10.6064
201@2016-08-05@10.6290
202@2016-07-29@10.6552
203@2016-07-22@10.6812
204@2016-07-15@10.7197
205@2016-07-08@10.7668
206@2016-07-01@10.8137
207@2016-06-24@10.8576
208@2016-06-17@10.9064
209@2016-06-10@10.9576
210@2016-06-03@10.9999
211@2016-05-27@11.0376
212@2016-05-20@11.0799
213@2016-05-13@11.1250
214@2016-05-06@11.1598
215@2016-04-29@11.2009
216@2016-04-22@11.2419
217@2016-04-15@11.2781
218@2016-04-08@11.3043
219@2016-04-01@11.3273
220@2016-03-24@11.3481
221@2016-03-18@11.3726
222@2016-03-11@11.3999
223@2016-03-04@11.4352
224@2016-02-26@11.4668
225@2016-02-19@11.5037
226@2016-02-12@11.5071
227@2016-02-05@11.4833
228@2016-01-29@11.4538
229@2016-01-22@11.4289
230@2016-01-15@11.4033
231@2016-01-08@11.3771
232@2015-12-31@11.3442
233@2015-12-24@11.3042
234@2015-12-18@11.2717
235@2015-12-11@11.2215
236@2015-12-04@11.1686
237@2015-11-27@11.1143
238@2015-11-20@11.0689
239@2015-11-13@11.0243
240@2015-11-06@10.9870
241@2015-10-30@10.9523
242@2015-10-23@10.9286
243@2015-10-16@10.9052
244@2015-10-09@10.8949
245@2015-10-02@10.8815
246@2015-09-25@10.8634
247@2015-09-18@10.8494
248@2015-09-11@10.8386
249@2015-09-04@10.8263
250@2015-08-28@10.8541
251@2015-08-21@10.8718
252@2015-08-14@10.9018
253@2015-08-07@10.9229
254@2015-07-31@10.9513
255@2015-07-24@10.9805
256@2015-07-17@11.0133
257@2015-07-10@11.0383
258@2015-07-02@11.0153
259@2015-06-26@10.9772
260@2015-06-19@10.9431
261@2015-06-12@10.9053
262@2015-06-05@10.8661
263@2015-05-29@10.8190
264@2015-05-22@10.7781
265@2015-05-15@10.7399
266@2015-05-08@10.6956
267@2015-05-01@10.6565
268@2015-04-24@10.6234
269@2015-04-17@10.5830
270@2015-04-10@10.5285
271@2015-04-02@10.4744
272@2015-03-27@10.4322
273@2015-03-20@10.4041
274@2015-03-13@10.3794
275@2015-03-06@10.3591
276@2015-02-27@10.3453
277@2015-02-20@10.3234
278@2015-02-13@10.2890
279@2015-02-06@10.2508
280@2015-01-30@10.2032
281@2015-01-23@10.1552
282@2015-01-16@10.1189
283@2015-01-09@10.0679
284@2015-01-02@10.0222
285@2014-12-26@9.9861
286@2014-12-19@9.9526
287@2014-12-12@9.9183
288@2014-12-05@9.8949
289@2014-11-28@9.8637
290@2014-11-21@9.8375
291@2014-11-14@9.8194
292@2014-11-07@9.8021
293@2014-10-31@9.7917
294@2014-10-24@9.7847
295@2014-10-17@9.7761
296@2014-10-10@9.7745
297@2014-10-03@9.7844
298@2014-09-26@9.7938
299@2014-09-19@9.7966
300@2014-09-12@9.8022
301@2014-09-05@9.8084
302@2014-08-29@9.7873
303@2014-08-22@9.7601
304@2014-08-15@9.7378
305@2014-08-08@9.7223
306@2014-08-01@9.7122
307@2014-07-25@9.7030
308@2014-07-18@9.7070
309@2014-07-11@9.7133
310@2014-07-03@9.7176
311@2014-06-27@9.7340
312@2014-06-20@9.7512
313@2014-06-13@9.7650
314@2014-06-06@9.7882
315@2014-05-30@9.8184
316@2014-05-23@9.8471
317@2014-05-16@9.8797
318@2014-05-09@9.9059
319@2014-05-02@9.9300
320@2014-04-25@9.9507
321@2014-04-17@9.9734
322@2014-04-11@9.9907
323@2014-04-04@10.0051
324@2014-03-28@10.0298
325@2014-03-21@10.0227
326@2014-03-14@9.9847
327@2014-03-07@9.9443
328@2014-02-28@9.8850
329@2014-02-21@9.8214
330@2014-02-14@9.7569
331@2014-02-07@9.6972
332@2014-01-31@9.6502
333@2014-01-24@9.6038
334@2014-01-17@9.5355
335@2014-01-10@9.4709
336@2014-01-03@9.4103
337@2013-12-27@9.3554
338@2013-12-20@9.3060
339@2013-12-13@9.2637
340@2013-12-06@9.2172
341@2013-11-29@9.1635
342@2013-11-22@9.0976
343@2013-11-15@9.0436
344@2013-11-08@8.9955
345@2013-11-01@8.9487
346@2013-10-25@8.9009
347@2013-10-18@8.8554
348@2013-10-11@8.8277
349@2013-10-04@8.8283
350@2013-09-27@8.8197
351@2013-09-20@8.8148
352@2013-09-13@8.8058
353@2013-09-06@8.8024
354@2013-08-30@8.8033
355@2013-08-23@8.8025
356@2013-08-16@8.8084
357@2013-08-09@8.8146
358@2013-08-02@8.8047
359@2013-07-26@8.7928
360@2013-07-19@8.7838
361@2013-07-12@8.7715
362@2013-07-05@8.7503
363@2013-06-28@8.7409
364@2013-06-21@8.7268
365@2013-06-14@8.6930
366@2013-06-07@8.6673
367@2013-05-31@8.6512
368@2013-05-24@8.6460
369@2013-05-17@8.6317
370@2013-05-10@8.6055
371@2013-05-03@8.5947
372@2013-04-26@8.6031
373@2013-04-19@8.6252
374@2013-04-12@8.6485
375@2013-04-05@8.6760
376@2013-03-28@8.7035
377@2013-03-22@8.7243
378@2013-03-15@8.7426
379@2013-03-08@8.7530
380@2013-03-01@8.7676
381@2013-02-22@8.7796
382@2013-02-15@8.7861
383@2013-02-08@8.8000
384@2013-02-01@8.8198
385@2013-01-25@8.8344
386@2013-01-18@8.8461
387@2013-01-11@8.8606
388@2013-01-04@8.8586
389@2012-12-28@8.8599
390@2012-12-21@8.8735
391@2012-12-14@8.8834
392@2012-12-07@8.8957
393@2012-11-30@8.9183
394@2012-11-23@8.9453
395@2012-11-16@8.9848
396@2012-11-09@9.0275
397@2012-11-02@9.0667
398@2012-10-26@9.0997
399@2012-10-19@9.1377
400@2012-10-12@9.1657
401@2012-10-05@9.1667
402@2012-09-28@9.1552
403@2012-09-21@9.1425
404@2012-09-14@9.1410
405@2012-09-07@9.1485
406@2012-08-31@9.1623
407@2012-08-24@9.2060
408@2012-08-17@9.2542
409@2012-08-10@9.3073
410@2012-08-03@9.3664
411@2012-07-27@9.4239
412@2012-07-20@9.4817
413@2012-07-13@9.5464
414@2012-07-06@9.6240
415@2012-06-29@9.7049
416@2012-06-22@9.7955
417@2012-06-15@9.8820
418@2012-06-08@9.9667
419@2012-06-01@10.0494
420@2012-05-25@10.1241
421@2012-05-18@10.1923
422@2012-05-11@10.2713
423@2012-05-04@10.3628
424@2012-04-27@10.4527
425@2012-04-20@10.5442
426@2012-04-13@10.6310
427@2012-04-05@10.7087
428@2012-03-30@10.7864
429@2012-03-23@10.8608
430@2012-03-16@10.9156
431@2012-03-09@10.9699
432@2012-03-02@11.0230
433@2012-02-24@11.0806
434@2012-02-17@11.1419
435@2012-02-10@11.2058
436@2012-02-03@11.2636
437@2012-01-27@11.3277
438@2012-01-20@11.4023
439@2012-01-13@11.4790
440@2012-01-06@11.5382
441@2011-12-30@11.5870
442@2011-12-23@11.6439
443@2011-12-16@11.7042
444@2011-12-09@11.7615
445@2011-12-02@11.8051
446@2011-11-25@11.8456
447@2011-11-18@11.8860
448@2011-11-11@11.9173
449@2011-11-04@11.9566
450@2011-10-28@12.0030
451@2011-10-21@12.0499
452@2011-10-14@12.1032
453@2011-10-07@12.1597
454@2011-09-30@12.2142
455@2011-09-23@12.2880
456@2011-09-16@12.3604
457@2011-09-09@12.4267
458@2011-09-02@12.4924
459@2011-08-26@12.5728
460@2011-08-19@12.6582
461@2011-08-12@12.7430
462@2011-08-05@12.8364
463@2011-07-29@12.9314
464@2011-07-22@13.0140
465@2011-07-15@13.0971
466@2011-07-08@13.1907
467@2011-07-01@13.2981
468@2011-06-24@13.4020
469@2011-06-17@13.4985
470@2011-06-10@13.6011
471@2011-06-03@13.7157
472@2011-05-27@13.8461
473@2011-05-20@13.9701
474@2011-05-13@14.0961
475@2011-05-06@14.2228
476@2011-04-29@14.3471
477@2011-04-21@14.4733
478@2011-04-15@14.6076
479@2011-04-08@14.7513
480@2011-04-01@14.8829
481@2011-03-25@15.0103
482@2011-03-18@15.1435
483@2011-03-11@15.2855
484@2011-03-04@15.4203
485@2011-02-25@15.5403
486@2011-02-18@15.6581
487@2011-02-11@15.7652
488@2011-02-04@15.8688
489@2011-01-28@15.9729
490@2011-01-21@16.0778
491@2011-01-14@16.1907
492@2011-01-07@16.3130
493@2010-12-31@16.4442
494@2010-12-23@16.5794
495@2010-12-17@16.7087
496@2010-12-10@16.8335
497@2010-12-03@16.9581
498@2010-11-26@17.0948
499@2010-11-19@17.2165
500@2010-11-12@17.3338
501@2010-11-05@17.4491
502@2010-10-29@17.5576
503@2010-10-22@17.6578
504@2010-10-15@17.7607
505@2010-10-08@17.8707
506@2010-10-01@18.0141
507@2010-09-24@18.1752
508@2010-09-17@18.3410
509@2010-09-10@18.5045
510@2010-09-03@18.6655
511@2010-08-27@18.8183
512@2010-08-20@18.9859
513@2010-08-13@19.1453
514@2010-08-06@19.3143
515@2010-07-30@19.4896
516@2010-07-23@19.6501
517@2010-07-16@19.8010
518@2010-07-09@19.9475
519@2010-07-02@20.0824
520@2010-06-25@20.2236
521@2010-06-18@20.3808
522@2010-06-11@20.5427
523@2010-06-04@20.6995
524@2010-05-28@20.8422
525@2010-05-21@20.9876
526@2010-05-14@21.1345
