Date@Items@documentLink
2017-03-13@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248817000059/amd-xdraft8xkxaremootnessf.htm
2017-03-01@['Item 5.02']@/Archives/edgar/data/2488/000000248817000049/amd-form8xkmar2017boarddep.htm
2017-02-16@['Item 5.02']@/Archives/edgar/data/2488/000000248817000041/amd-form8xk2016eip022117fi.htm
2017-02-15@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000000248817000039/amd-form8xkfeb2017boardapp.htm
2017-01-31@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248817000017/a20170131q416earnings8-k.htm
2016-10-20@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248816000258/a20161020q316earnings8-k.htm
2016-09-08@['Item 1.01', 'Item 2.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312516709676/d258400d8k.htm
2016-08-31@['Item 1.01', 'Item 3.02']@/Archives/edgar/data/2488/000000248816000247/a8-kwsa.htm
2016-07-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248816000210/a201607211q216earnings8-k.htm
2016-06-27@['Item 5.02']@/Archives/edgar/data/2488/000119312516639147/d219576d8k.htm
2016-05-12@['Item 5.07']@/Archives/edgar/data/2488/000000248816000168/amdform8-k2016annualmeetin.htm
2016-05-12@['Item 5.02']@/Archives/edgar/data/2488/000000248816000141/a8kitem502chairmanandcao.htm
2016-04-29@['Item 2.01', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248816000127/amd8-kxcompletionofdisposi.htm
2016-04-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248816000118/a20160421q116earnings8-k.htm
2016-01-19@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248816000102/a20160119q415earnings8-k.htm
2015-12-24@['Item 5.02']@/Archives/edgar/data/2488/000000248815000088/form8-k.htm
2015-10-15@['Item 1.01', 'Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248815000062/a20151014q315earnings8-k.htm
2015-09-26@['Item 2.05']@/Archives/edgar/data/2488/000000248815000055/a201510018-kitem205restruc.htm
2015-08-05@['Item 5.02']@/Archives/edgar/data/2488/000000248815000047/a0811158-k.htm
2015-07-16@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248815000040/q2158-knew.htm
2015-07-06@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000000248815000035/form8-kq22015finalwsignatu.htm
2015-04-29@['Item 5.07']@/Archives/edgar/data/2488/000119312515169207/d920330d8k.htm
2015-04-30@['Item 5.02']@/Archives/edgar/data/2488/000119312515169201/d920164d8ka.htm
2015-04-14@['Item 1.01', 'Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312515133355/d909282d8k.htm
2015-02-11@['Item 5.02']@/Archives/edgar/data/2488/000119312515051437/d876597d8ka.htm
2015-01-20@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312515014914/d853202d8k.htm
2015-01-12@['Item 5.02']@/Archives/edgar/data/2488/000119312515008247/d850957d8k.htm
2014-12-26@['Item 5.02']@/Archives/edgar/data/2488/000119312514454203/d840701d8k.htm
2014-12-11@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514445379/d838727d8k.htm
2014-12-09@['Item 3.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514437727/d834230d8k.htm
2014-10-10@['Item 2.02', 'Item 2.05', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514373863/d805390d8k.htm
2014-10-14@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312514371185/d804367d8ka.htm
2014-10-08@['Item 5.02']@/Archives/edgar/data/2488/000119312514366751/d802345d8k.htm
2014-09-24@['Item 5.02']@/Archives/edgar/data/2488/000119312514358960/d795655d8k.htm
2014-09-15@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312514341850/d789711d8k.htm
2014-08-06@['Item 5.02']@/Archives/edgar/data/2488/000119312514306696/d774158d8k.htm
2014-07-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514271677/d758714d8k.htm
2014-06-20@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514244560/d746118d8k.htm
2014-06-16@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312514237844/d742344d8k.htm
2014-06-09@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312514234226/d743024d8k.htm
2014-06-02@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514222915/d738275d8k.htm
2014-06-02@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514221063/d738279d8k.htm
2014-05-08@['Item 5.07']@/Archives/edgar/data/2488/000119312514197165/d724261d8k.htm
2014-04-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514147719/d712160d8k.htm
2014-03-30@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514126113/d704900d8k.htm
2014-03-19@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312514108119/d696987d8k.htm
2014-03-20@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514107296/d696651d8k.htm
2014-03-07@['Item 3.02']@/Archives/edgar/data/2488/000119312514091714/d690817d8k.htm
2014-02-26@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312514069925/d681775d8k.htm
2014-02-20@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514061268/d678539d8k.htm
2014-02-20@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514059941/d678869d8k.htm
2014-02-05@['Item 5.02']@/Archives/edgar/data/2488/000119312514045586/d674453d8k.htm
2014-01-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312514016032/d661810d8k.htm
2013-11-12@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312513436767/d625773d8k.htm
2013-10-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312513402500/d612689d8k.htm
2013-07-16@['Item 5.02']@/Archives/edgar/data/2488/000119312513295631/d570681d8k.htm
2013-07-18@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312513294361/d570316d8k.htm
2013-07-12@['Item 5.07']@/Archives/edgar/data/2488/000119312513289571/d567707d8ka.htm
2013-06-14@['Item 5.07']@/Archives/edgar/data/2488/000119312513259723/d554258d8ka.htm
2013-06-07@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312513256167/d552190d8k.htm
2013-05-30@['Item 5.07']@/Archives/edgar/data/2488/000119312513241753/d546653d8ka.htm
2013-05-16@['Item 5.02', 'Item 5.07']@/Archives/edgar/data/2488/000119312513231461/d542400d8k.htm
2013-04-18@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312513160817/d523388d8k.htm
2013-03-26@['Item 1.01']@/Archives/edgar/data/2488/000119312513126831/d509742d8k.htm
2013-03-11@['Item 1.01']@/Archives/edgar/data/2488/000119312513102285/d499922d8k.htm
2013-02-22@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312513077035/d492250d8k.htm
2013-02-06@['Item 5.02']@/Archives/edgar/data/2488/000119312513052006/d482814d8k.htm
2013-01-22@['Item 2.02', 'Item 2.05', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312513019330/d470786d8k.htm
2013-01-02@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312513001042/d461674d8k.htm
2012-12-22@['Item 5.02']@/Archives/edgar/data/2488/000119312512517952/d461678d8k.htm
2012-12-06@['Item 1.01']@/Archives/edgar/data/2488/000119312512493884/d450459d8k.htm
2012-11-07@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312512459230/d434809d8k.htm
2012-10-18@['Item 2.02', 'Item 2.05', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512427251/d428113d8k.htm
2012-10-11@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512421061/d422859d8k.htm
2012-09-17@['Item 5.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512394038/d412319d8k.htm
2012-08-28@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312512373058/d401840d8k.htm
2012-08-15@['Item 1.01', 'Item 2.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512357533/d397602d8k.htm
2012-08-06@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512338269/d390709d8k.htm
2012-08-06@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512336367/d390711d8k.htm
2012-07-19@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512307538/d384813d8k.htm
2012-05-09@['Item 5.02']@/Archives/edgar/data/2488/000119312512234786/d353188d8k.htm
2012-05-10@['Item 5.07']@/Archives/edgar/data/2488/000119312512228521/d351466d8k.htm
2012-04-30@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312512208665/d342173d8ka.htm
2012-04-19@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512170747/d337084d8k.htm
2012-03-04@['Item 1.01']@/Archives/edgar/data/2488/000119312512095406/d307146d8k.htm
2012-02-10@['Item 5.02']@/Archives/edgar/data/2488/000119312512065409/d302694d8k.htm
2012-02-07@['Item 5.02']@/Archives/edgar/data/2488/000119312512043935/d296182d8k.htm
2012-01-24@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312512021861/d286106d8k.htm
2011-11-03@['Item 2.05', 'Item 9.01']@/Archives/edgar/data/2488/000119312511295247/d251558d8k.htm
2011-10-27@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312511284179/d248317d8k.htm
2011-09-17@['Item 5.02']@/Archives/edgar/data/2488/000119312511254438/d234765d8k.htm
2011-08-25@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312511231889/d8k.htm
2011-07-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312511193677/d8k.htm
2011-05-03@['Item 5.07']@/Archives/edgar/data/2488/000119312511131958/d8k.htm
2011-04-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312511105247/d8k.htm
2011-04-11@['Item 8.01']@/Archives/edgar/data/2488/000119312511093556/d8k.htm
2011-04-02@['Item 1.01']@/Archives/edgar/data/2488/000119312511087659/d8k.htm
2011-02-24@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312511052321/d8k.htm
2011-02-18@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312511047575/d8k.htm
2011-02-11@['Item 1.02']@/Archives/edgar/data/2488/000119312511035286/d8k.htm
2011-02-08@['Item 5.02']@/Archives/edgar/data/2488/000119312511028302/d8k.htm
2011-02-02@['Item 5.02']@/Archives/edgar/data/2488/000119312511027405/d8k.htm
2011-01-20@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312511011350/d8k.htm
2011-01-10@['Item 5.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312511005156/d8k.htm
2010-12-27@['Item 1.01', 'Item 8.01']@/Archives/edgar/data/2488/000119312510288151/d8k.htm
2010-10-14@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510229536/d8k.htm
2010-08-04@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312510176954/d8k.htm
2010-07-26@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510166111/d8k.htm
2010-07-26@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510165487/d8k.htm
2010-07-15@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510159512/d8k.htm
2010-06-29@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312510151040/d8k.htm
2010-05-14@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312510125068/d8k.htm
2010-04-29@['Item 5.07']@/Archives/edgar/data/2488/000119312510106098/d8k.htm
2010-04-15@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510084392/d8k.htm
2010-04-07@['Item 8.01']@/Archives/edgar/data/2488/000119312510079621/d8k.htm
2010-02-16@['Item 5.02']@/Archives/edgar/data/2488/000119312510034401/d8ka.htm
2010-01-27@['Item 5.02']@/Archives/edgar/data/2488/000119312510016711/d8k.htm
2010-01-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312510009806/d8k.htm
2009-11-30@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312509245120/d8k.htm
2009-11-23@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509240302/d8k.htm
2009-11-16@['Item 5.02']@/Archives/edgar/data/2488/000119312509239227/d8k.htm
2009-11-16@['Item 5.02', 'Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509237112/d8k.htm
2009-11-11@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509236705/d8k.htm
2009-10-20@['Item 5.02']@/Archives/edgar/data/2488/000119312509212632/d8ka.htm
2009-10-15@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509208500/d8k.htm
2009-10-08@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312509205522/d8k.htm
2009-09-27@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312509200901/d8k.htm
2009-07-30@['Item 5.02', 'Item 5.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312509162237/d8k.htm
2009-07-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509152273/d8k.htm
2009-07-03@['Item 5.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312509145026/d8k.htm
2009-04-21@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509083507/d8k.htm
2009-03-28@['Item 2.05']@/Archives/edgar/data/2488/000119312509071640/d8ka.htm
2009-03-11@['Item 8.01']@/Archives/edgar/data/2488/000119312509054552/d8k.htm
2009-03-02@['Item 1.01', 'Item 2.01', 'Item 3.02', 'Item 5.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509046101/d8k.htm
2009-01-20@['Item 2.02', 'Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509009751/d8k.htm
2009-01-16@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312509008914/d8k.htm
2009-01-13@['Item 2.06']@/Archives/edgar/data/2488/000119312509007392/d8ka.htm
2009-01-15@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509006621/d8ka.htm
2009-01-09@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312509003760/d8k.htm
2008-12-19@['Item 2.05', 'Item 2.06']@/Archives/edgar/data/2488/000119312508261099/d8k.htm
2008-12-15@['Item 1.02']@/Archives/edgar/data/2488/000119312508257239/d8k.htm
2008-12-05@['Item 1.01', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508249520/d8k.htm
2008-12-03@['Item 2.02', 'Item 5.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312508247635/d8k.htm
2008-11-06@['Item 5.02']@/Archives/edgar/data/2488/000119312508232788/d8k.htm
2008-10-27@['Item 1.01', 'Item 2.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508218819/d8k.htm
2008-10-23@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312508215269/d8k.htm
2008-10-22@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508214484/d8ka.htm
2008-10-16@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508211653/d8k.htm
2008-10-06@['Item 1.01', 'Item 3.02', 'Item 5.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508209112/d8k.htm
2008-10-07@['Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508207049/d8k.htm
2008-09-16@['Item 8.01']@/Archives/edgar/data/2488/000119312508201403/d8k.htm
2008-08-25@['Item 1.01']@/Archives/edgar/data/2488/000119312508187160/d8k.htm
2008-08-15@['Item 1.01']@/Archives/edgar/data/2488/000119312508182330/d8k.htm
2008-07-17@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312508153147/d8k.htm
2008-07-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508152848/d8k.htm
2008-07-09@['Item 2.06', 'Item 8.01']@/Archives/edgar/data/2488/000119312508149499/d8k.htm
2008-05-08@['Item 5.02']@/Archives/edgar/data/2488/000119312508111575/d8ka.htm
2008-05-09@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312508111568/d8k.htm
2008-04-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508083680/d8k.htm
2008-04-07@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508076332/d8k.htm
2008-04-01@['Item 8.01']@/Archives/edgar/data/2488/000119312508072480/d8k.htm
2008-01-17@['Item 2.06']@/Archives/edgar/data/2488/000119312508008090/d8ka.htm
2008-01-17@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312508008082/d8k.htm
2007-12-12@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312507264822/d8k.htm
2007-12-06@['Item 2.06']@/Archives/edgar/data/2488/000119312507263283/d8k.htm
2007-11-15@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507249362/d8k.htm
2007-11-01@['Item 5.02']@/Archives/edgar/data/2488/000119312507235830/d8k.htm
2007-10-18@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507221279/d8k.htm
2007-08-22@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312507187707/d8k.htm
2007-08-14@['Item 1.01', 'Item 2.03', 'Item 3.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507182838/d8k.htm
2007-08-08@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507177296/d8k.htm
2007-07-19@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507158181/d8k.htm
2007-06-14@['Item 8.01']@/Archives/edgar/data/2488/000119312507139257/d8k.htm
2007-05-24@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312507126082/d8k.htm
2007-05-03@['Item 1.01', 'Item 5.02']@/Archives/edgar/data/2488/000119312507106389/d8k.htm
2007-04-24@['Item 1.01', 'Item 2.03', 'Item 3.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507095893/d8k.htm
2007-04-24@['Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507088325/d8k.htm
2007-04-23@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507087794/d8k.htm
2007-04-19@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507085240/d8k.htm
2007-04-09@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/2488/000119312507077064/d8k.htm
2007-02-08@['Item 5.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312507031520/d8k.htm
2007-01-23@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507010956/d8k.htm
2006-10-24@['Item 2.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312507003669/d8ka.htm
2006-12-27@['Item 2.03']@/Archives/edgar/data/2488/000119312506261004/d8k.htm
2006-12-22@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506260492/d8k.htm
2006-12-16@['Item 1.01', 'Item 5.02', 'Item 5.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312506257028/d8k.htm
2006-12-14@['Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506253199/d8k.htm
2006-11-29@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506245126/d8k.htm
2006-11-15@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506239966/d8k.htm
2006-10-24@['Item 1.01', 'Item 2.01', 'Item 2.03', 'Item 3.02', 'Item 5.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506217735/d8k.htm
2006-10-13@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/2488/000119312506211032/d8k.htm
2006-10-18@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506210168/d8k.htm
2006-09-28@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506202578/d8k.htm
2006-09-15@['Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506191828/d8k.htm
2006-07-25@['Item 1.01']@/Archives/edgar/data/2488/000119312506156973/d8k.htm
2006-07-23@['Item 1.01', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506151361/d8k.htm
2006-07-20@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506150201/d8k.htm
2006-05-04@['Item 1.01']@/Archives/edgar/data/2488/000119312506105987/d8k.htm
2006-04-12@['Item 2.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506078788/d8k.htm
2006-03-16@['Item 1.01']@/Archives/edgar/data/2488/000119312506060776/d8k.htm
2006-02-24@['Item 5.02']@/Archives/edgar/data/2488/000119312506043959/d8k.htm
2006-02-09@['Item 1.01']@/Archives/edgar/data/2488/000119312506032729/d8k.htm
2006-01-27@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506013986/d8k.htm
2006-01-23@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/2488/000119312506009989/d8k.htm
